Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain,,,,,,,,,
ICRISAT,7/5/1978,30.7,21.6,93,65,14.9,34.6,1.3,6.0,12.8,3.9,17.5084095,78.2723004,348.3,,,,,,,,,
ICRISAT,7/6/1978,27.3,21.0,95,78,16.5,11.3,0.4,2.9,6.9,2.2,17.5084095,78.2723004,359.6,,,,,,,,,
ICRISAT,7/7/1978,25.3,21.3,93,77,12.3,1.3,0.0,2.2,13.4,3.0,17.5084095,78.2723004,360.9,,,,,,,,,
ICRISAT,7/8/1978,27.4,21.7,91,63,13.5,11.2,2.4,3.0,18.1,4.3,17.5084095,78.2723004,372.1,,,,,,,,,
ICRISAT,7/9/1978,29.5,22.2,86,58,18.5,1.2,6.9,5.0,17.0,5.1,17.5084095,78.2723004,373.3,,,,,,,,,
ICRISAT,7/10/1978,30.7,21.9,93,62,19.4,1.6,5.0,5.8,11.3,4.1,17.5084095,78.2723004,374.9,,,,,,,,,
ICRISAT,7/11/1978,29.4,22.0,88,84,15.5,2.8,0.2,3.6,7.7,2.4,17.5084095,78.2723004,377.7,,,,,,,,,
ICRISAT,7/12/1978,25.9,21.6,95,83,15.7,44.0,0.0,2.3,12.8,2.8,17.5084095,78.2723004,421.7,,,,,,,,,
ICRISAT,7/13/1978,26.2,20.0,89,67,19.5,6.0,3.4,3.6,20.0,4.5,17.5084095,78.2723004,427.7,,,,,,,,,
ICRISAT,7/14/1978,29.0,22.5,93,60,13.0,1.0,5.8,5.2,19.8,4.8,17.5084095,78.2723004,428.7,,,,,,,,,
ICRISAT,7/15/1978,30.3,22.7,87,63,8.4,0.0,6.4,4.7,23.0,5.1,17.5084095,78.2723004,428.7,,,,,,,,,
ICRISAT,7/16/1978,30.9,22.2,99,77,9.8,28.8,8.7,6.4,10.7,2.8,17.5084095,78.2723004,457.5,,,,,,,,,
ICRISAT,7/17/1978,26.9,22.3,92,68,8.2,2.2,0.2,2.4,16.8,3.8,17.5084095,78.2723004,459.7,,,,,,,,,
ICRISAT,7/18/1978,28.0,21.6,98,73,8.2,18.1,0.5,3.7,21.1,4.2,17.5084095,78.2723004,477.8,,,,,,,,,
ICRISAT,7/19/1978,28.1,22.2,87,65,11.6,0.0,4.5,4.1,22.4,4.9,17.5084095,78.2723004,477.8,,,,,,,,,
ICRISAT,7/20/1978,30.2,22.0,86,64,12.8,0.0,7.1,5.4,27.2,5.9,17.5084095,78.2723004,477.8,,,,,,,,,
ICRISAT,7/21/1978,31.4,23.0,87,67,13.9,1.6,9.6,6.0,16.6,4.5,17.5084095,78.2723004,479.4,,,,,,,,,
ICRISAT,7/22/1978,28.8,23.0,88,63,15.7,0.0,0.3,4.2,21.4,5.1,17.5084095,78.2723004,479.4,,,,,,,,,
ICRISAT,7/23/1978,29.8,23.3,87,59,14.3,0.0,1.6,4.0,16.7,4.7,17.5084095,78.2723004,479.4,,,,,,,,,
ICRISAT,7/24/1978,31.0,22.7,86,64,19.0,0.7,2.0,5.6,27.0,6.3,17.5084095,78.2723004,480.1,,,,,,,,,
ICRISAT,7/25/1978,28.7,22.7,93,74,16.8,25.4,0.7,4.4,16.7,3.9,17.5084095,78.2723004,505.5,,,,,,,,,
ICRISAT,7/26/1978,26.9,22.4,89,61,14.5,2.0,0.9,3.8,19.9,4.7,17.5084095,78.2723004,507.5,,,,,,,,,
ICRISAT,7/27/1978,30.6,22.8,91,68,10.6,9.8,6.8,4.2,21.0,4.8,17.5084095,78.2723004,517.3,,,,,,,,,
ICRISAT,7/28/1978,29.4,22.5,89,60,12.8,0.4,8.7,4.8,11.4,3.8,17.5084095,78.2723004,517.7,,,,,,,,,
ICRISAT,7/29/1978,30.0,22.5,88,61,17.0,6.4,8.7,6.0,17.3,4.9,17.5084095,78.2723004,524.1,,,,,,,,,
ICRISAT,7/30/1978,30.0,22.6,88,65,19.5,3.4,4.1,6.5,9.8,3.9,17.5084095,78.2723004,527.5,,,,,,,,,
ICRISAT,7/31/1978,27.9,22.6,88,86,19.3,0.6,0.5,3.4,8.0,2.4,17.5084095,78.2723004,528.1,,,,,,,,,
ICRISAT,8/1/1978,26.3,22.2,87,67,16.0,2.8,0.0,3.0,13.3,3.7,17.5084095,78.2723004,530.9,,,,,,,,,
ICRISAT,8/2/1978,29.6,21.9,88,67,11.7,16.6,1.0,4.3,17.0,4.2,17.5084095,78.2723004,547.5,,,,,,,,,
ICRISAT,8/3/1978,28.6,22.0,87,70,12.7,0.0,3.4,3.8,15.6,3.9,17.5084095,78.2723004,547.5,,,,,,,,,
ICRISAT,8/4/1978,29.0,22.4,86,59,12.9,0.0,2.1,4.0,17.7,4.7,17.5084095,78.2723004,547.5,,,,,,,,,
ICRISAT,8/5/1978,30.0,22.0,92,77,14.3,4.6,4.7,4.7,17.6,4.0,17.5084095,78.2723004,552.1,,,,,,,,,
ICRISAT,8/6/1978,27.5,22.5,91,61,12.9,2.0,0.4,0.5,12.8,3.7,17.5084095,78.2723004,554.1,,,,,,,,,
ICRISAT,8/7/1978,29.6,20.5,87,59,12.2,27.0,4.8,5.8,14.9,4.2,17.5084095,78.2723004,581.1,,,,,,,,,
ICRISAT,8/8/1978,30.0,21.6,89,65,11.9,15.0,9.4,6.2,12.0,3.6,17.5084095,78.2723004,596.1,,,,,,,,,
ICRISAT,8/9/1978,29.0,22.5,88,67,11.9,1.4,7.1,5.2,14.7,3.9,17.5084095,78.2723004,597.5,,,,,,,,,
ICRISAT,8/10/1978,28.1,22.2,88,77,14.6,1.0,3.5,4.3,11.0,3.1,17.5084095,78.2723004,598.5,,,,,,,,,
ICRISAT,8/11/1978,27.3,21.7,90,67,13.2,3.1,0.5,3.5,17.0,4.1,17.5084095,78.2723004,601.6,,,,,,,,,
ICRISAT,8/12/1978,28.2,22.0,87,56,17.1,0.0,1.8,5.1,17.0,4.9,17.5084095,78.2723004,601.6,,,,,,,,,
ICRISAT,8/13/1978,30.0,20.9,91,92,18.4,52.4,5.7,2.5,5.1,1.5,17.5084095,78.2723004,654.0,,,,,,,,,
ICRISAT,8/14/1978,24.8,21.0,98,98,16.9,47.4,0.0,1.0,1.9,0.4,17.5084095,78.2723004,701.4,,,,,,,,,
ICRISAT,8/15/1978,22.2,21.2,91,92,15.5,172.8,0.0,0.1,4.0,1.2,17.5084095,78.2723004,874.2,,,,,,,,,
ICRISAT,8/16/1978,23.5,21.5,91,70,17.9,4.8,0.0,1.0,11.2,3.1,17.5084095,78.2723004,879.0,,,,,,,,,
ICRISAT,8/17/1978,27.0,21.4,87,68,15.2,0.0,0.4,3.0,18.3,4.3,17.5084095,78.2723004,879.0,,,,,,,,,
ICRISAT,8/18/1978,29.0,21.4,91,75,11.9,5.6,8.1,3.9,17.2,3.9,17.5084095,78.2723004,884.6,,,,,,,,,
ICRISAT,8/19/1978,28.7,22.0,90,69,10.4,17.0,6.3,3.0,16.6,3.9,17.5084095,78.2723004,901.6,,,,,,,,,
ICRISAT,8/20/1978,28.2,23.2,88,79,7.9,0.0,4.8,3.0,8.0,2.3,17.5084095,78.2723004,901.6,,,,,,,,,
ICRISAT,8/21/1978,26.8,21.6,95,84,9.9,17.0,0.0,1.5,12.2,2.7,17.5084095,78.2723004,918.6,,,,,,,,,
ICRISAT,8/22/1978,27.2,21.5,91,73,12.6,62.8,1.0,2.0,16.1,3.7,17.5084095,78.2723004,981.4,,,,,,,,,
ICRISAT,8/23/1978,28.9,22.3,90,74,11.8,12.8,3.3,4.6,12.7,3.3,17.5084095,78.2723004,994.2,,,,,,,,,
ICRISAT,8/24/1978,27.0,22.4,90,70,11.3,7.9,0.0,3.0,14.1,3.5,17.5084095,78.2723004,1002.1,,,,,,,,,
ICRISAT,8/25/1978,28.3,22.0,90,72,15.4,4.4,1.9,3.4,11.3,3.3,17.5084095,78.2723004,1006.5,,,,,,,,,
ICRISAT,8/26/1978,27.4,21.7,89,67,16.5,11.2,0.1,3.2,17.1,4.2,17.5084095,78.2723004,1017.7,,,,,,,,,
ICRISAT,8/27/1978,28.5,22.2,88,65,18.2,0.0,4.3,4.0,14.5,4.2,17.5084095,78.2723004,1017.7,,,,,,,,,
ICRISAT,8/28/1978,29.7,21.5,87,67,18.3,26.2,4.3,4.9,11.2,3.9,17.5084095,78.2723004,1043.9,,,,,,,,,
ICRISAT,8/29/1978,28.0,22.0,80,67,21.5,0.0,0.6,3.6,17.0,4.8,17.5084095,78.2723004,1043.9,,,,,,,,,
ICRISAT,8/30/1978,28.0,21.0,83,56,18.1,0.0,5.2,4.6,18.4,5.1,17.5084095,78.2723004,1043.9,,,,,,,,,
ICRISAT,8/31/1978,30.0,19.7,86,55,14.5,0.0,7.3,5.1,21.7,5.4,17.5084095,78.2723004,1043.9,,,,,,,,,
ICRISAT,9/1/1978,29.8,21.2,82,56,15.6,0.0,10.7,5.7,19.1,5.3,17.5084095,78.2723004,1043.9,,,,,,,,,
ICRISAT,9/2/1978,29.8,21.8,83,64,19.0,0.0,5.5,6.1,13.1,4.4,17.5084095,78.2723004,1043.9,,,,,,,,,
ICRISAT,9/3/1978,28.5,21.2,88,60,15.4,1.6,1.8,3.8,19.6,4.9,17.5084095,78.2723004,1045.5,,,,,,,,,
ICRISAT,9/4/1978,29.0,20.0,88,54,12.4,0.0,8.8,5.4,21.7,5.2,17.5084095,78.2723004,1045.5,,,,,,,,,
ICRISAT,9/5/1978,30.5,22.7,83,55,14.0,0.0,7.2,6.2,18.8,5.2,17.5084095,78.2723004,1045.5,,,,,,,,,
ICRISAT,9/6/1978,30.0,22.4,85,55,10.2,0.0,6.4,5.0,20.5,5.0,17.5084095,78.2723004,1045.5,,,,,,,,,
ICRISAT,9/7/1978,30.0,20.5,93,56,7.7,4.8,6.6,5.1,23.6,5.0,17.5084095,78.2723004,1050.3,,,,,,,,,
ICRISAT,9/8/1978,29.5,21.4,82,62,8.9,0.0,10.1,5.4,18.8,4.5,17.5084095,78.2723004,1050.3,,,,,,,,,
ICRISAT,9/9/1978,29.6,20.3,90,57,7.8,0.0,5.1,4.2,17.5,4.2,17.5084095,78.2723004,1050.3,,,,,,,,,
ICRISAT,9/10/1978,30.0,20.5,91,50,7.2,2.8,7.7,5.0,18.9,4.5,17.5084095,78.2723004,1053.1,,,,,,,,,
ICRISAT,9/11/1978,30.8,20.6,91,51,6.7,0.0,9.9,5.6,23.3,5.1,17.5084095,78.2723004,1053.1,,,,,,,,,
ICRISAT,9/12/1978,31.0,22.5,82,53,6.8,0.0,9.5,5.4,20.5,4.8,17.5084095,78.2723004,1053.1,,,,,,,,,
ICRISAT,9/13/1978,31.6,21.6,91,63,10.1,16.6,7.1,5.2,15.4,4.1,17.5084095,78.2723004,1069.7,,,,,,,,,
ICRISAT,9/14/1978,29.2,21.7,90,73,14.6,18.6,4.3,3.0,14.1,3.6,17.5084095,78.2723004,1088.3,,,,,,,,,
ICRISAT,9/15/1978,26.5,20.1,85,67,3.6,0.4,1.9,3.4,18.0,3.6,17.5084095,78.2723004,1088.7,,,,,,,,,
ICRISAT,9/16/1978,28.3,22.4,81,63,6.3,0.0,5.0,3.5,20.1,4.4,17.5084095,78.2723004,1088.7,,,,,,,,,
ICRISAT,9/17/1978,30.1,22.6,87,52,7.8,0.0,4.9,4.5,23.0,5.2,17.5084095,78.2723004,1088.7,,,,,,,,,
ICRISAT,9/18/1978,31.5,22.3,88,58,8.4,0.6,7.1,5.8,16.7,4.3,17.5084095,78.2723004,1089.3,,,,,,,,,
ICRISAT,9/19/1978,31.0,21.1,92,71,7.0,8.2,2.4,4.2,13.7,3.3,17.5084095,78.2723004,1097.5,,,,,,,,,
ICRISAT,9/20/1978,29.1,21.1,93,71,6.6,1.5,2.2,2.7,12.8,3.1,17.5084095,78.2723004,1099.0,,,,,,,,,
ICRISAT,9/21/1978,28.9,22.0,95,93,5.6,8.4,1.2,2.2,9.8,2.1,17.5084095,78.2723004,1107.4,,,,,,,,,
ICRISAT,9/22/1978,27.9,21.3,97,84,4.7,4.8,1.7,1.4,16.2,3.2,17.5084095,78.2723004,1112.2,,,,,,,,,
ICRISAT,9/23/1978,29.3,22.5,95,71,5.9,3.2,4.7,3.2,18.3,3.9,17.5084095,78.2723004,1115.4,,,,,,,,,
ICRISAT,9/24/1978,30.2,21.5,90,72,9.4,3.6,5.7,3.8,16.5,3.8,17.5084095,78.2723004,1119.0,,,,,,,,,
ICRISAT,9/25/1978,29.8,22.2,91,73,7.7,0.0,3.8,3.6,16.8,3.7,17.5084095,78.2723004,1119.0,,,,,,,,,
ICRISAT,9/26/1978,29.0,21.6,96,79,7.1,3.2,3.0,3.2,8.6,2.2,17.5084095,78.2723004,1122.2,,,,,,,,,
ICRISAT,9/27/1978,27.0,22.5,97,63,4.8,3.2,0.0,1.4,19.2,3.9,17.5084095,78.2723004,1125.4,,,,,,,,,
ICRISAT,9/28/1978,29.8,22.5,97,62,4.9,0.0,5.8,3.5,23.8,4.8,17.5084095,78.2723004,1125.4,,,,,,,,,
ICRISAT,9/29/1978,30.2,22.2,93,58,5.8,0.0,9.0,4.8,15.3,3.7,17.5084095,78.2723004,1125.4,,,,,,,,,
ICRISAT,9/30/1978,31.0,21.3,93,58,8.6,0.0,2.9,4.3,18.7,4.4,17.5084095,78.2723004,1125.4,,,,,,,,,
ICRISAT,10/1/1978,30.9,21.0,95,67,9.5,18.6,7.4,4.2,18.8,4.2,17.5084095,78.2723004,1144.0,,,,,,,,,
ICRISAT,10/2/1978,29.8,20.7,91,68,11.8,18.4,6.8,5.0,19.3,4.3,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/3/1978,29.2,20.7,95,68,7.6,0.0,4.6,4.1,19.4,4.0,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/4/1978,29.3,20.9,91,58,8.1,0.0,7.6,4.4,22.1,4.7,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/5/1978,30.8,22.0,83,52,8.2,0.0,8.8,4.6,23.3,5.2,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/6/1978,31.2,21.5,89,49,7.4,0.0,9.7,5.6,22.6,5.1,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/7/1978,31.0,21.6,95,35,6.4,0.0,9.1,5.3,23.4,5.2,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/8/1978,31.6,19.1,86,43,6.0,0.0,9.4,6.3,21.1,4.8,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/9/1978,31.4,21.5,88,48,5.6,0.0,9.9,6.0,19.4,4.4,17.5084095,78.2723004,1162.4,,,,,,,,,
ICRISAT,10/10/1978,31.7,23.0,92,55,4.7,13.2,7.9,4.4,21.6,4.6,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/11/1978,31.4,22.5,91,45,5.7,0.0,9.3,4.4,23.3,5.0,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/12/1978,32.5,22.1,83,51,6.3,0.0,9.9,6.1,22.5,5.0,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/13/1978,32.0,21.6,93,44,4.7,0.0,8.6,5.0,21.8,4.7,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/14/1978,31.9,17.0,78,26,5.8,0.0,9.2,6.2,24.3,5.3,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/15/1978,30.8,15.5,84,27,6.7,0.0,9.9,7.2,24.2,5.3,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/16/1978,30.7,16.4,86,35,7.7,0.0,11.2,6.7,23.3,5.2,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/17/1978,30.6,20.0,82,87,8.0,0.0,10.2,6.8,16.3,3.4,17.5084095,78.2723004,1175.6,,,,,,,,,
ICRISAT,10/18/1978,30.2,22.8,88,56,6.4,5.3,6.5,2.7,18.2,4.1,17.5084095,78.2723004,1180.9,,,,,,,,,
ICRISAT,10/19/1978,30.0,22.5,90,54,9.0,0.0,8.5,4.9,20.2,4.6,17.5084095,78.2723004,1180.9,,,,,,,,,
ICRISAT,10/20/1978,30.1,22.6,90,54,8.3,0.0,8.4,4.8,21.1,4.7,17.5084095,78.2723004,1180.9,,,,,,,,,
ICRISAT,10/21/1978,30.7,20.7,91,55,8.4,2.2,10.6,5.8,16.6,4.1,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/22/1978,30.0,19.9,98,57,7.7,0.0,9.1,3.8,18.8,4.1,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/23/1978,29.7,20.8,83,38,7.5,0.0,9.0,4.9,22.1,5.0,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/24/1978,30.0,15.1,76,44,6.9,0.0,10.3,6.2,22.9,4.8,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/25/1978,29.4,17.0,79,43,7.6,0.0,11.0,6.2,21.8,4.7,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/26/1978,29.8,18.0,85,36,5.8,0.0,10.7,5.4,21.6,4.5,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/27/1978,29.7,16.0,89,37,5.4,0.0,10.6,5.0,21.2,4.3,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/28/1978,29.0,16.7,85,39,5.6,0.0,10.2,5.4,20.4,4.2,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/29/1978,29.6,18.4,85,48,3.6,0.0,10.0,4.0,17.3,3.5,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/30/1978,30.5,22.5,87,56,8.7,0.0,8.8,4.9,16.6,4.1,17.5084095,78.2723004,1183.1,,,,,,,,,
ICRISAT,10/31/1978,30.0,20.6,93,73,10.8,12.8,7.0,5.0,19.5,4.0,17.5084095,78.2723004,1195.9,,,,,,,,,
ICRISAT,11/1/1978,28.2,21.0,95,65,10.6,1.8,7.7,4.1,13.4,3.3,17.5084095,78.2723004,1197.7,,,,,,,,,
ICRISAT,11/2/1978,27.5,20.6,91,56,9.6,4.0,4.7,3.4,18.0,4.0,17.5084095,78.2723004,1201.7,,,,,,,,,
ICRISAT,11/3/1978,28.4,20.8,91,56,7.0,0.0,8.5,3.8,18.8,4.0,17.5084095,78.2723004,1201.7,,,,,,,,,
ICRISAT,11/4/1978,29.2,21.0,83,61,8.8,0.0,9.7,4.8,15.0,3.7,17.5084095,78.2723004,1201.7,,,,,,,,,
ICRISAT,11/5/1978,29.2,21.9,88,60,12.4,1.6,9.2,4.6,16.3,4.1,17.5084095,78.2723004,1203.3,,,,,,,,,
ICRISAT,11/6/1978,28.9,22.2,85,86,20.1,0.0,8.5,4.8,8.8,2.6,17.5084095,78.2723004,1203.3,,,,,,,,,
ICRISAT,11/7/1978,24.0,21.2,91,73,19.7,1.8,0.6,1.2,13.3,3.1,17.5084095,78.2723004,1205.1,,,,,,,,,
ICRISAT,11/8/1978,28.2,22.2,91,61,15.1,0.0,6.5,3.0,21.3,4.7,17.5084095,78.2723004,1205.1,,,,,,,,,
ICRISAT,11/9/1978,28.8,18.0,96,50,8.4,0.0,7.8,3.6,23.6,4.7,17.5084095,78.2723004,1205.1,,,,,,,,,
ICRISAT,11/10/1978,29.6,18.2,88,43,5.8,0.0,9.8,4.2,22.7,4.5,17.5084095,78.2723004,1205.1,,,,,,,,,
ICRISAT,11/11/1978,31.2,19.8,86,46,3.7,0.0,10.4,4.0,27.7,5.4,17.5084095,78.2723004,1205.1,,,,,,,,,
ICRISAT,11/12/1978,31.6,22.6,90,63,5.7,1.2,8.9,3.8,23.7,4.8,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/13/1978,28.5,21.5,93,61,4.2,0.0,1.9,2.2,22.5,4.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/14/1978,30.2,19.3,93,48,4.6,0.0,9.2,3.9,17.2,3.6,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/15/1978,30.6,18.8,92,47,6.2,0.0,10.0,4.6,17.7,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/16/1978,30.1,18.7,91,42,6.7,0.0,9.7,4.4,22.1,4.5,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/17/1978,30.7,17.9,93,39,5.0,0.0,10.7,4.8,18.4,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/18/1978,30.9,16.0,90,28,6.6,0.0,10.4,5.2,20.6,4.6,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/19/1978,29.4,14.6,88,28,6.7,0.0,10.5,5.8,17.3,4.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/20/1978,29.6,14.8,73,28,6.4,0.0,10.7,6.0,20.0,4.4,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/21/1978,30.4,15.9,84,28,4.7,0.0,10.5,4.9,19.7,4.0,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/22/1978,31.0,15.0,88,27,5.5,0.0,10.1,5.4,20.4,4.3,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/23/1978,30.6,14.4,88,29,5.6,0.0,10.7,5.6,20.0,4.2,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/24/1978,29.2,13.5,88,36,8.6,0.0,10.3,6.4,18.5,4.4,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/25/1978,28.6,14.5,79,54,8.0,0.0,8.9,4.9,12.4,3.3,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/26/1978,27.4,17.5,93,59,9.3,0.0,3.7,3.6,12.5,3.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/27/1978,28.4,20.8,86,59,10.2,0.0,4.9,3.1,12.3,3.4,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/28/1978,27.7,20.5,93,51,10.0,0.0,3.2,3.2,17.2,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/29/1978,29.3,17.0,93,46,8.9,0.0,9.9,4.8,16.4,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,11/30/1978,29.0,17.7,89,42,8.6,0.0,9.8,4.5,15.4,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/1/1978,28.9,17.9,93,41,9.7,0.0,8.8,3.9,17.5,4.2,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/2/1978,29.0,18.3,91,43,10.0,0.0,9.5,4.6,16.7,4.2,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/3/1978,28.5,18.7,91,53,11.0,0.0,8.4,4.7,16.2,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/4/1978,26.8,18.8,87,46,10.4,0.0,7.0,4.3,16.8,4.0,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/5/1978,27.5,17.5,87,41,10.5,0.0,9.3,4.6,17.3,4.2,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/6/1978,28.3,14.7,91,36,8.7,0.0,9.4,4.7,19.1,4.3,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/7/1978,27.3,15.2,54,33,10.1,0.0,9.4,5.8,19.5,4.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/8/1978,27.6,14.1,79,41,8.4,0.0,10.1,5.6,18.4,4.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/9/1978,28.6,16.1,73,47,6.9,0.0,9.8,5.1,15.9,3.7,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/10/1978,28.0,14.5,77,34,8.2,0.0,8.5,5.1,16.8,4.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/11/1978,27.6,12.4,89,40,7.8,0.0,10.3,5.6,18.9,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/12/1978,26.5,11.3,82,39,6.8,0.0,10.2,4.7,18.1,3.7,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/13/1978,26.5,13.0,79,56,5.0,0.0,9.5,4.1,16.2,3.0,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/14/1978,25.0,13.0,96,41,7.7,0.0,10.0,3.2,18.7,3.6,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/15/1978,26.8,14.5,90,40,7.4,0.0,10.5,4.1,18.4,3.8,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/16/1978,26.0,14.0,80,38,7.9,0.0,10.2,4.2,17.7,3.8,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/17/1978,26.9,14.5,92,43,5.8,0.0,10.2,3.7,18.3,3.5,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/18/1978,27.6,15.0,88,43,9.7,0.0,9.2,4.8,18.8,4.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/19/1978,26.8,14.4,92,43,7.9,0.0,10.4,4.3,19.2,3.8,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/20/1978,26.8,14.0,79,20,6.8,0.0,10.4,4.4,20.0,4.2,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/21/1978,26.8,10.6,85,23,8.2,0.0,10.5,5.8,19.8,4.3,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/22/1978,26.5,14.5,64,32,6.5,0.0,10.7,5.4,16.2,3.7,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/23/1978,26.3,13.5,81,33,6.5,0.0,7.5,4.6,18.5,3.7,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/24/1978,28.0,15.0,68,32,7.7,0.0,10.5,5.6,13.3,3.9,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/25/1978,27.2,12.7,69,25,7.1,0.0,10.3,5.5,17.8,4.1,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/26/1978,27.9,16.6,66,40,7.0,0.0,9.0,6.2,8.5,3.2,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/27/1978,26.4,17.6,93,34,6.0,0.0,0.2,2.8,16.8,3.5,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/28/1978,27.8,16.4,79,49,8.1,0.0,7.7,6.0,12.6,3.4,17.5084095,78.2723004,1206.3,,,,,,,,,
ICRISAT,12/29/1978,25.5,17.0,63,25,7.0,0.9,3.1,3.2,14.1,3.8,17.5084095,78.2723004,1207.2,,,,,,,,,
ICRISAT,12/30/1978,26.9,15.8,64,41,6.5,0.0,4.7,5.6,14.1,3.5,17.5084095,78.2723004,1207.2,,,,,,,,,
ICRISAT,12/31/1978,27.9,19.3,86,45,8.1,0.0,5.7,4.1,10.5,3.2,17.5084095,78.2723004,1207.2,,,,,,,,,
ICRISAT,1/1/1979,26.8,18.2,81,45,5.6,0.0,2.0,3.0,17.4,3.5,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/2/1979,27.7,15.0,93,44,9.5,0.0,9.1,5.2,17.8,4.0,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/3/1979,27.5,14.8,97,32,11.5,0.0,8.8,4.6,18.2,4.5,17.5084095,78.2723004,0.0,,,,,,,,,
